,Indicator,Type,Category,velocity_25,velocity_25_global,velocity_25_type_local,velocity_25_cat_local,Lift_Consistency_5,Lift_Consistency_10,Lift_Consistency_20,Rel_Lift_Consistency_5,Rel_Lift_Consistency_10,Rel_Lift_Consistency_20,Dist_Consistency
71,ATR_7_MA10,Simple MA,volatility,2.821032623184062,moderate,moderate,moderate,0.1573920951920854,0.17337248794539767,0.21959164296157951,0.13245338253912098,0.1259554004166979,0.12420727230468238,0.028615232327148483
72,ATR_7_MA25,Simple MA,volatility,3.467695111647042,fast,moderate,moderate,0.15629258570633822,0.20035455854758777,0.22529745112482885,0.14197816188627654,0.1598877891145303,0.14096711906783055,0.035848003766725464
73,ATR_7_MA5,Simple MA,volatility,2.84148518213775,moderate,moderate,moderate,0.13573686779350436,0.17075521313099878,0.21577112288938205,0.1108496765240608,0.12000193623367271,0.12824524758898573,0.028147534807908166
74,ATR_7_MA50,Simple MA,volatility,2.5091680106999057,moderate,moderate,moderate,0.17826738520955976,0.196726884145017,0.24445456726940862,0.16232370404657268,0.16583544185719618,0.17454840012798326,0.03776459413672874
75,BB_Lower,Raw,volatility,0.009852749329285431,slow,moderate,slow,0.19142176241324443,0.21477587446276541,0.25624078696033387,0.1713594117927558,0.17688039949198242,0.18135177288712162,0.04794654595912597
76,BB_Lower_EA10,Exponential MA,volatility,0.008509911942165077,slow,slow,slow,0.1402376184740461,0.17784808996082804,0.22339198078730066,0.11621084227107382,0.1343923610035707,0.1395410359633611,0.03212552563845378
77,BB_Lower_EA25,Exponential MA,volatility,0.009367367145419674,slow,slow,slow,0.16374372573804505,0.20062566923495348,0.22180343292298355,0.14765429583974365,0.17102862246615075,0.1472722050753961,0.0344387845697439
78,BB_Lower_EA5,Exponential MA,volatility,0.007226420462012843,slow,,,0.13198484344956743,0.18270794771574772,0.216294138767122,0.10429818523969919,0.13254261659627808,0.1238200764211287,0.03555789488123582
79,BB_Lower_EA50,Exponential MA,volatility,0.009647884089238666,slow,slow,slow,0.18071629003661968,0.21208404060376237,0.22753524425995109,0.16582914348849295,0.16868577625919967,0.16620758306161548,0.03402772828443972
80,BB_Lower_MA10,Simple MA,volatility,0.009431028036666702,slow,slow,slow,0.1433563184931645,0.1757495552135619,0.21762411335899948,0.11891850167208157,0.13343616462362326,0.1341666936893252,0.03599370279201523
81,BB_Lower_MA25,Simple MA,volatility,0.00983609931543898,slow,slow,slow,0.18042781880477868,0.21814516973756873,0.23033582460005098,0.16503741262813468,0.18943116491856019,0.1764654456657316,0.03809511213721946
82,BB_Lower_MA5,Simple MA,volatility,0.008836454111972956,slow,,slow,0.14052026434902593,0.17979368037330357,0.21396911148874637,0.11949290530224742,0.12832776066032048,0.12091057556592771,0.03589022252260797
83,BB_Lower_MA50,Simple MA,volatility,0.009827984275782265,slow,slow,slow,0.18505555505330745,0.2136613472490686,0.23003088613177905,0.17780680363962975,0.18248860318934468,0.17349603051563053,0.03505083115337324
84,BB_Mid,Raw,volatility,3.528121456326908,fast,fast,moderate,0.18595683714104463,0.21180665657080794,0.23091336427846793,0.16655255107784167,0.18325492447385902,0.15534970860585706,0.0365887495879428
85,BB_Mid_EA10,Exponential MA,volatility,8.458177849818728,fast,fast,fast,0.1653686665426394,0.17286055307657006,0.20802133393794908,0.14450638352314868,0.12949536856291932,0.1173569918973365,0.023310529903251845
86,BB_Mid_EA25,Exponential MA,volatility,24.38254917619341,fast,fast,fast,0.17248602489157805,0.18589023094530005,0.22671614957902758,0.15545090967597652,0.15026295689765573,0.138356533877202,0.027384238552796713
87,BB_Mid_EA5,Exponential MA,volatility,2.6218632214154343,moderate,moderate,moderate,0.16336996284746458,0.17012530600892845,0.2098926495646614,0.13744588151345685,0.12691575876035008,0.11045233796971869,0.027375469318521868
88,BB_Mid_EA50,Exponential MA,volatility,10.64647575399774,fast,fast,fast,0.18213620098611555,0.20103245155260796,0.23671854594437589,0.16899055495657386,0.1656949009322673,0.16095290408787022,0.03164371867605269
89,BB_Mid_MA10,Simple MA,volatility,16.646486292605626,fast,fast,fast,0.16934852875010387,0.16969831703075702,0.2114973119419199,0.1454382244216501,0.12352597716621583,0.1274859423680136,0.02686444626843958
90,BB_Mid_MA25,Simple MA,volatility,8.28540777338642,fast,fast,fast,0.17491556290638666,0.183871634717335,0.22310844143940167,0.15723622260788483,0.1561291374937882,0.13913021511119555,0.03510706844456177
91,BB_Mid_MA5,Simple MA,volatility,3.2123104025729656,moderate,moderate,moderate,0.15383907365210925,0.16759863816721712,0.19978807283956077,0.13171950718745895,0.13295314473477635,0.1082329816913608,0.024092920225492247
92,BB_Mid_MA50,Simple MA,volatility,17.08589085873991,fast,fast,fast,0.19191262276519439,0.21978598848551054,0.26728995712393006,0.17229458858472382,0.18611265478715727,0.2060931296305262,0.04393993448448821
93,BB_Upper,Raw,volatility,0.010097075426157039,slow,moderate,slow,0.16875403594320837,0.20115036266895808,0.23718020608183624,0.15071900774435903,0.16603178651677994,0.14464021380965264,0.0567762856976281
94,BB_Upper_EA10,Exponential MA,volatility,0.008517339739096874,slow,slow,slow,0.14901684154612438,0.19474386728152626,0.21538849399145008,0.12377753901732423,0.15117771955804038,0.12835689525377456,0.0406609910169269
95,BB_Upper_EA25,Exponential MA,volatility,0.009300312086868021,slow,slow,slow,0.1786882803931976,0.21962394686137623,0.21724908178039584,0.16056608754705473,0.1841371718526938,0.14036144197300435,0.04640112860411993
96,BB_Upper_EA5,Exponential MA,volatility,0.007240230321875785,slow,slow,slow,0.1661611663428178,0.18715024083796686,0.2148572764461493,0.13907930181621145,0.13803766446599763,0.12069702896647991,0.038538883662823605
97,BB_Upper_EA50,Exponential MA,volatility,0.009512083627409112,slow,slow,slow,0.17338611926295064,0.20607921803217005,0.22551881998835363,0.15018940622164526,0.1633227060784094,0.14451624953011358,0.05481006824149919
98,BB_Upper_MA10,Simple MA,volatility,0.009464028640440882,slow,slow,slow,0.16723769100359612,0.20590171002665555,0.21264242072094322,0.139725280340539,0.16521135815473725,0.1375391241514089,0.0412124183466989
99,BB_Upper_MA25,Simple MA,volatility,0.009685038116717672,slow,slow,slow,0.178647662960431,0.22266586956815818,0.23090451444281646,0.15706319877658373,0.1839351082726188,0.15068734764372854,0.04696045296666506
100,BB_Upper_MA5,Simple MA,volatility,0.00890244395518141,slow,slow,slow,0.1568614144397313,0.1871057224905834,0.21312717072106332,0.13702988893024004,0.13938251724624698,0.11613940944896377,0.039277135046612725
101,BB_Upper_MA50,Simple MA,volatility,0.009675045723736902,slow,slow,slow,0.18629501727001885,0.21845531544483177,0.24486572011937152,0.15463810773276482,0.16960401627146504,0.16754205740193132,0.055749206310488186
102,CCI_14,Raw,momentum,1.5092102584820384,moderate,fast,moderate,0.16875812584898392,0.18441821680643883,0.21481765337621705,0.14657226529241646,0.14408086632341288,0.13499594561227385,0.03850378631789727
103,CCI_14_EA10,Exponential MA,momentum,3.354273511985161,moderate,moderate,fast,0.16091772696819148,0.18405056393634467,0.20748616868996267,0.13936703110054346,0.13392737514592595,0.11295022447726905,0.029700242943005828
104,CCI_14_EA25,Exponential MA,momentum,4.554175467032649,fast,fast,fast,0.16021413168053553,0.19212439792013117,0.2093673247972187,0.13813386636298458,0.14708996900826155,0.11603408443768622,0.030445288350366043
105,CCI_14_EA5,Exponential MA,momentum,2.456586134626656,moderate,moderate,moderate,0.14518118976064132,0.18636894995101003,0.20537497589997233,0.11882117622743674,0.13000668204732777,0.09829220768706105,0.025142088327029116
106,CCI_14_EA50,Exponential MA,momentum,5.524057159603144,fast,fast,fast,0.17113905458317305,0.1906303025737823,0.21733439088610593,0.147083155352624,0.14548201317594622,0.12887028540266682,0.03530993029742778
107,CCI_14_MA10,Simple MA,momentum,4.034098436567672,fast,moderate,fast,0.1488367036874436,0.1840328579725963,0.20699205459964906,0.12594521667195904,0.1364068908977135,0.10927658697170296,0.032478681555018596
108,CCI_14_MA25,Simple MA,momentum,6.0856417556492595,fast,moderate,fast,0.17253574346770967,0.19160748120113896,0.22791652550445385,0.15284866148741985,0.13686277649408718,0.14056083702848268,0.0341746337541214
109,CCI_14_MA5,Simple MA,momentum,2.949650148009306,moderate,moderate,fast,0.15853923724669017,0.18416699809758902,0.2030659086394267,0.13361116226288805,0.1271602295945774,0.10189684684156654,0.023799991806953854
110,CCI_14_MA50,Simple MA,momentum,10.540440171922153,fast,fast,fast,0.17948687896027915,0.20387080485329084,0.23357660761183338,0.1676456783370931,0.16505553713208135,0.14710646619458517,0.037633094743468404
111,Close_slope10,Slope_10,trend,1.6107671486981072,moderate,slow,fast,0.188556242675889,0.21902441402767292,0.24554251083030282,0.168010924633479,0.18505908295489235,0.16322150858522222,0.048316353397064866
112,Close_slope25,Slope_25,trend,0.39169349365119244,moderate,,fast,0.21121022065359582,0.2443276030725732,0.28665413918778687,0.1904814944704445,0.2056129857573094,0.21263457230668653,0.06792797473736278
113,Close_slope50,Slope_50,trend,0.14709037011544604,slow,,fast,0.22248068782067876,0.2559160557863793,0.295077176903887,0.19766216017193908,0.21345207418523157,0.2293406884540593,0.08321803729924035
114,CMF_10,Raw,volume,0.741385513942674,moderate,fast,slow,0.18333239507705415,0.19991786728135394,0.23911604791136185,0.16856708433636527,0.15080333512169095,0.15254191051409027,0.03928600926115038
115,CMF_20,Raw,volume,0.3960761486782016,moderate,fast,,0.18405146865260708,0.20381802135798396,0.2542703126903296,0.1667941373309323,0.15953119435441146,0.153070873445266,0.04989635254922862
116,CMF_20_EA10,Exponential MA,volume,1.886923949777394,moderate,moderate,slow,0.1645232395902264,0.18870714904930755,0.2349394452983936,0.14554250193704193,0.13551341725324845,0.14101335940089585,0.03170879628638171
117,CMF_20_EA25,Exponential MA,volume,3.6636016759959467,fast,moderate,slow,0.165980781509389,0.20343301110313594,0.254984878685017,0.14660011041582044,0.15786339853737294,0.16530668688916073,0.03650273364725018
118,CMF_20_EA5,Exponential MA,volume,1.1657089473631426,moderate,slow,slow,0.14380016918732308,0.1749994931264622,0.2221149592373943,0.1209424069743449,0.12349101178039674,0.12369219563778039,0.030698843058772636
119,CMF_20_EA50,Exponential MA,volume,5.951174547013995,fast,fast,moderate,0.17890322537250344,0.22307080361795004,0.2562828119189213,0.15456190773595943,0.1735207210993808,0.17049461705418575,0.0473498345720248
120,CMF_20_MA10,Simple MA,volume,2.197343268175067,moderate,moderate,slow,0.1582659861269592,0.1839032206263901,0.23289887652025737,0.13823158949437572,0.1330090992618385,0.14728431841530976,0.031876738932652006
121,CMF_20_MA25,Simple MA,volume,6.100577504761791,fast,fast,moderate,0.1755923806839964,0.18831647271827162,0.24179666854892595,0.1497494434233689,0.1442541639144032,0.16558525041615035,0.03841221943250031
122,CMF_20_MA5,Simple MA,volume,1.4011392356915593,moderate,moderate,slow,0.15278129734745996,0.16764208813289488,0.21552111755720418,0.13534929960273182,0.12125918924255484,0.11770465751435105,0.033158216679253553
123,CMF_20_MA50,Simple MA,volume,8.955350630726322,fast,fast,moderate,0.19104048468205617,0.2134030737462733,0.256664064945294,0.16966675210892745,0.16632764408194767,0.18522175513179814,0.049683020319804504
124,DownVolume,Raw,volatility,1.1752957555653933,moderate,fast,slow,0.1702462293322132,0.17476621515133064,0.24565714422279816,0.14860104790162215,0.1358410929177339,0.1532293840999303,0.05915256237533564
125,Intraday Change,Raw,volatility,372.84212854844543,fast,fast,fast,0.17449402168451694,0.20313624420416543,0.24642493272116603,0.1475726957535029,0.14520527554267953,0.14973537610697688,0.05571792975782413
126,Intraday Volatility,Raw,volatility,0.06170421044122679,slow,moderate,slow,0.2250288562855588,0.27937858715364733,0.2929547709650033,0.18517109590159245,0.22287415764290458,0.20382004302237253,0.07642523236358759
127,Liquidity Score,Raw,other,0.25502203847264676,moderate,moderate,,0.14254625162474183,0.16399573544940063,0.2103295085383552,0.11984260839191078,0.12341218703629542,0.1363744213893821,0.031190727859909402
128,MACD,Raw,momentum,0.35206179249196856,moderate,fast,slow,0.20558425016003773,0.2281365842602822,0.2974001332344658,0.18346082856004312,0.1732865403933294,0.2093714243712122,0.07815503185766097
129,MACD_EA10,Exponential MA,momentum,1.20545969015486,moderate,moderate,moderate,0.18790102388790436,0.21633700810222356,0.24798569480031654,0.16776859078311562,0.17489254148183841,0.17323402800353438,0.03444852156880821
130,MACD_EA25,Exponential MA,momentum,1.9413827475901673,moderate,moderate,moderate,0.20913720652375392,0.2303544906096292,0.2500132951661778,0.19823830766574868,0.20213154326779803,0.19097150462037954,0.041220113157061915
131,MACD_EA5,Exponential MA,momentum,0.6748673527111426,moderate,slow,slow,0.17481643361581223,0.19679351041846455,0.2243086099286756,0.15111773709900905,0.15270619722887332,0.1435701270536231,0.03252096460453657
132,MACD_EA50,Exponential MA,momentum,2.4856534248918534,moderate,moderate,moderate,0.19850206408509416,0.23785799213472153,0.26758703251676974,0.19282252157227547,0.2127392268551573,0.20194619627030308,0.05145739709308288
